Client: Synchrony
"Program: Synchrony CCB2B - HIA incremental 8_2026 (ID: 132959)"

Company,Category,Topic,ML Insights Score
"University Physicians Group, P.C.(upg.com)",administration,patient payments,62
"University Physicians Group, P.C.(upg.com)",administration,medical billing,99
"University Physicians Group, P.C.(upg.com)",financial,paypal pay later,62
Up Health System – Portage(portagehealth.org),personal finance,debt relief,81
Upmc(upmc.com),administration,patient payments,83
Upmc(upmc.com),financial,wells fargo (wfc),88
Upmc(upmc.com),financial,zippay,97
Upmc(upmc.com),financial,greensky,98
Upmc(upmc.com),administration,medical billing,92
Upmc(upmc.com),financial,sezzle,88
Upstate Caring Partners(upstatecp.org),transactions & payments,payment solutions,92
Upstate Caring Partners(upstatecp.org),personal finance,debt relief,85
Upstate Caring Partners(upstatecp.org),financial,paypal (pypl),75
Upstate Caring Partners(upstatecp.org),financial,klarna,75
Upstate Caring Partners(upstatecp.org),financial,paypal pay in 4,81
Upstate Caring Partners(upstatecp.org),administration,medical billing,86
Upstate Caring Partners(upstatecp.org),administration,patient payments,65
Ur Thompson Health(thompsonhealth.com),financial,paypal pay in 4,99
Ur Thompson Health(thompsonhealth.com),administration,patient payments,90
Ur Thompson Health(thompsonhealth.com),financial,paypal pay later,72
"Urban Health Plan, Inc.(urbanhealthplan.org)",administration,patient payments,98
"Urban Health Plan, Inc.(urbanhealthplan.org)",financial,paypal (pypl),70
Ut Md Anderson(mdanderson.org),personal finance,debt relief,88
Ut Md Anderson(mdanderson.org),administration,medical billing,81
Ut Md Anderson(mdanderson.org),financial,paypal pay later,81
Ut Md Anderson(mdanderson.org),administration,patient payments,75
Ut Md Anderson(mdanderson.org),financial,paypal pay in 4,94
Ut Physicians(utphysicians.com),personal finance,debt relief,77
Uva Health(uvahealth.com),administration,medical billing,94
Uvm Health - Champlain Valley Physicians Hospital(alicehyde.com),financial,paypal pay in 4,65
Uvm Health - Uvm Medical Center(uvmhealth.org),transactions & payments,payment solutions,62
Uw Health Swedishamerican(swedishamerican.org),financial,paypal pay in 4,62
Uw Health Swedishamerican(swedishamerican.org),personal finance,debt relief,79
Uw Health Swedishamerican(swedishamerican.org),financial,klarna,94
Uw Health Swedishamerican(swedishamerican.org),administration,patient payments,90
Uw Medicine(uwmedicine.org),administration,medical billing,62
Uw Medicine(uwmedicine.org),administration,patient payments,65
Valinet(valinet.com),financial,paypal pay in 4,72
Valinet(valinet.com),financial,paypal pay later,75
Valley Baptist Health System(valleybaptist.net),financial,paypal pay later,70
Valley Children's Healthcare(childrenscentralcal.org),financial,afterpay,75
Valley Health(valleyhealthlink.com),administration,medical billing,77
Valley Presbyterian Hospital(valleypres.org),financial,paypal pay in 4,92
"Valueoptions, Inc.®(valueoptions.com)",transactions & payments,payment solutions,85
"Valueoptions, Inc.®(valueoptions.com)",financial,afterpay,99
Vanderbilt University Medical Center(vanderbilthealth.com),financial,afterpay,62
Vanderbilt University Medical Center(vanderbilthealth.com),administration,medical billing,98
Vanderbilt University Medical Center(vanderbilthealth.com),administration,patient payments,81
Vaya Health(vayahealth.com),financial,wells fargo (wfc),99
Vaya Health(vayahealth.com),personal finance,debt relief,77
Vcu Health(vcuhealth.org),financial,wells fargo (wfc),65
Vcu Health(vcuhealth.org),administration,patient payments,67
Vcu Health(vcuhealth.org),administration,medical billing,77
"Velocity Clinical Research, Inc.(velocityclinical.com)",personal finance,debt relief,65
Vermont Childrens Hospital(fletcherallen.org),financial,paypal pay in 4,99
Vida Health(vida.com),administration,patient payments,85
Vidant Health(ecuhealth.org),administration,medical billing,94
Vidant Health(vidanthealth.com),administration,patient payments,86
Virtua Health(virtua.org),administration,patient payments,70
Virtua Health(virtua.org),transactions & payments,payment solutions,93
Virtua Health(virtua.org),financial,afterpay,83
Virtua Health(virtua.org),administration,medical billing,98
Virtua Health(virtua.org),financial,paypal pay in 4,62
Visalus(vi.com),financial,wells fargo (wfc),95
Visiting Angels(carebyangels.org),financial,paypal (pypl),62
Visiting Angels(carebyangels.org),administration,medical billing,70
Visiting Nurse Association(vnastl.com),financial,paypal (pypl),88
Visiting Nurse Association(vnastl.com),accounting,credit Management,67
Visiting Nurse Health System(vnhs.org),financial,afterpay,94
Vista Del Mar(vistadelmar.org),financial,paypal (pypl),65
Vista Del Mar(vistadelmar.org),financial,paypal pay in 4,85
Vista Del Mar(vistadelmar.org),financial,paypal credit,65
Vista Del Mar(vistadelmar.org),financial,paypal pay later,90
Vital Decisions (Now Evolent)(vitaldecisions.net),financial,wells fargo (wfc),70
Vivage(vivage.com),financial,paypal pay in 4,62
"Vizient, Inc(vizientinc.com)",financial,afterpay,72
Vna Health Care(vnahealth.com),financial,paypal pay in 4,93
Vns Health(vnshealth.org),administration,medical billing,98
Vns Health(vnsny.org),financial,afterpay,83
Vns Health(vnsny.org),administration,medical billing,75
Vns Health(vnsny.org),personal finance,debt relief,88
Vns Health(vnsny.org),administration,patient payments,83
W. P Barnard & Assoc. Inc.(collegeclub.org),accounting,credit Management,62
W. P Barnard & Assoc. Inc.(collegeclub.org),transactions & payments,payment plan,62
W. P Barnard & Assoc. Inc.(collegeclub.org),administration,medical billing,98
Wabash Memorial Hospital Association(wabashcannonball.org),financial,paypal (pypl),72
Wabash Memorial Hospital Association(wabashcannonball.org),financial,wells fargo (wfc),67
Wabash Memorial Hospital Association(wabashcannonball.org),financial,paypal pay in 4,93
Washington Hospital Healthcare System(whhs.com),administration,patient payments,97
Waterbury Hospital(waterburyhospital.org),administration,medical billing,94
Watson Clinic Llp(watsonclinic.com),financial,afterpay,72
Watson Clinic Llp(watsonclinic.com),financial,paypal credit,75
Watson Clinic Llp(watsonclinic.com),financial,klarna,90
Watson Clinic Llp(watsonclinic.com),personal finance,debt relief,65
Watson Clinic Llp(watsonclinic.com),financial,wells fargo (wfc),83
Wayne Memorial Hospital(wmhweb.com),financial,paypal (pypl),99
Ways Means(who.net),financial,wells fargo (wfc),92
Ways Means(who.net),financial,paypal pay in 4,83
Webmd Health Services(webmdhealthservices.com),administration,medical billing,88
Webmd Health Services(webmdhealthservices.com),financial,klarna,86
Webmd(webmd.com),administration,medical billing,100
Webmd(webmd.com),financial,paypal pay later,79
Webmd(webmd.com),financial,paypal pay in 4,83
Webmd(webmd.com),financial,wells fargo (wfc),79
Webmd(webmd.com),financial,afterpay,94
Weence(weence.com),administration,patient payments,81
Weence(weence.com),administration,medical billing,67
Weence(weence.com),financial,paypal (pypl),95
Weence(weence.com),personal finance,debt relief,75
Weight Watchers(weightwatchers.com),financial,wells fargo (wfc),72
Weight Watchers(weightwatchers.com),financial,klarna,62
Weight Watchers(weightwatchers.com),administration,medical billing,86
Welldyne(welldyne.com),administration,patient payments,85
"Wellness Corporate Solutions, Llc(wellnesscorporatesolutions.com)",personal finance,debt relief,94
Wellsky(wellsky.com),personal finance,debt relief,79
Wellsky(wellsky.com),financial,paypal pay in 4,62
Wellspan Health(wellspan.org),financial,paypal pay in 4,95
Wellspan Health(wellspan.org),administration,medical billing,92
Wellstar Atlanta Medical Center(atlantamedcenter.com),personal finance,debt relief,90
"West Georgia Health(Lagrange, Ga)(wghealth.org)",administration,patient payments,75
West Tennessee Healthcare(wth.org),financial,wells fargo (wfc),67
West Tennessee Healthcare(wth.org),administration,medical billing,65
West Wichita Family Physicians(wwfppa.com),administration,patient payments,94
Westcare(westcare.com),financial,paypal pay in 4,65
Westchester Medical Center Health Network(westchestermedicalcenter.com),administration,patient payments,95
"Westchester Medical Center, A Member Of Wmchealth(westchestermedicalcenter.org)",financial,paypal (pypl),83
"Westchester Medical Center, A Member Of Wmchealth(westchestermedicalcenter.org)",financial,afterpay,92
"Westchester Medical Center, A Member Of Wmchealth(worldclassmedicine.com)",administration,medical billing,70
"Westchester Medical Center, A Member Of Wmchealth(worldclassmedicine.com)",personal finance,debt relief,85
Western Reserve Hospital(westernreservehospital.org),financial,paypal pay in 4,93
White River Health(whiteriverhealth.org),administration,patient payments,81
Whittier Street Health Center(wshc.org),financial,paypal pay in 4,67
Whittier Street Health Center(wshc.org),financial,paypal (pypl),67
William F. Ryan Community Health Network(ryancenter.org),personal finance,debt relief,75
Willow Valley Communities(willowvalley.org),administration,patient payments,77
Willow Valley Communities(willowvalley.org),financial,wells fargo (wfc),65
Winthrop South Nassau Health(winthrop.org),administration,medical billing,70
Winthrop South Nassau Health(winthrop.org),financial,wells fargo (wfc),72
Winthrop South Nassau Health(winthrop.org),administration,patient payments,70
Winthrop South Nassau Health(winthrop.org),financial,klarna,77
"Wisconsin Athletic Club, Llc(thewac.com)",financial,wells fargo (wfc),77
Wisconsin Early Autism Project(wiautism.com),financial,wells fargo (wfc),70
Wise Health System(wisehealthsystem.com),financial,wells fargo (wfc),93
Wise Health System(wisehealthsystem.com),financial,paypal pay in 4,75
Woman's Hospital(womans.org),financial,klarna,88
Woman's Hospital(womans.org),transactions & payments,payment solutions,81
Woman's Hospital(womans.org),administration,medical billing,70
Woman's Hospital(womans.org),financial,afterpay,92
Women's Health Specialists And Midwives Of Dayton(miamivalleyhospital.org),administration,medical billing,88
Women's Health Specialists And Midwives Of Dayton(miamivalleyhospital.org),financial,paypal pay in 4,65
Work Out World(workoutworld.com),financial,paypal (pypl),95
"Worldwide Travel Staffing, Ltd.(worldwidetravelstaffing.com)",financial,paypal (pypl),65
Wpahs(wpahs.org),administration,medical billing,83
Wright State Physicians(wrightstatephysicians.org),personal finance,debt relief,98
Wsp Ltd(worldsuncare.com),personal finance,debt relief,72
Wsp Ltd(worldsuncare.com),financial,wells fargo (wfc),92
Wvu Medicine(wvumedicine.org),financial,paypal credit,70
Wvu Medicine(wvumedicine.org),financial,paypal pay in 4,67
Wvu Medicine(wvumedicine.org),financial,klarna,62
Wvu Medicine(wvumedicine.org),administration,medical billing,93
Wvu Medicine(wvumedicine.org),administration,patient payments,65
Yai(yai.org),personal finance,debt relief,79
Yai(yai.org),financial,wells fargo (wfc),65
Yale New Haven Hospital(ynhh.org),administration,patient payments,75
Yale New Haven Hospital(ynhh.org),financial,afterpay,83
Yale New Haven Hospital(ynhh.org),administration,medical billing,94
Yankuner Harry Dpm(kronesusa.com),financial,paypal pay in 4,85
Yankuner Harry Dpm(kronesusa.com),personal finance,debt relief,79
York Hospital(yorkhospital.com),administration,medical billing,97
York Hospital(yorkhospital.com),administration,patient payments,81
Youth Consultation Service (Ycs)(ycs.org),personal finance,debt relief,75
"Zeiders Enterprises, Inc.(zeiders.com)",financial,paypal pay later,65
"Zeiders Enterprises, Inc.(zeiders.com)",administration,patient payments,98
Zotec Partners(zotecpartners.com),financial,klarna,65
Zotec Partners(zotecpartners.com),financial,wells fargo (wfc),65
Zotec Partners(zotecpartners.com),transactions & payments,payment solutions,81
bon secours health system(bshsi.org),administration,patient payments,70
bon secours health system(bshsi.org),administration,medical billing,97
bon secours health system(bshsi.org),financial,afterpay,98
"community living, inc.(cliservices.org)",financial,paypal (pypl),77
hartford hospital(harthosp.org),financial,paypal pay in 4,97
hartford hospital(harthosp.org),financial,klarna,88
hartford hospital(harthosp.org),financial,afterpay,88
hartford hospital(harthosp.org),financial,wells fargo (wfc),67
hartford hospital(harthosp.org),administration,patient payments,83
hartford hospital(harthosp.org),administration,medical billing,83
lone star circle of care(lscctx.org),personal finance,debt relief,67
met council(metcouncil.org),administration,patient payments,79
met council(metcouncil.org),financial,afterpay,90
parkland hospital(parklandhospital.com),financial,paypal pay later,93
parkland hospital(parklandhospital.com),financial,paypal (pypl),77
parkland hospital(parklandhospital.com),financial,paypal pay in 4,90
parkland hospital(parklandhospital.com),administration,patient payments,88
parkland hospital(parklandhospital.com),administration,medical billing,96
